phase,status,cost,drift_max,theta_rate,fig8_phase,t_escape,binary,alpha_dtg,beta_dtg,tau_theta,dtheta_max,theta_min,theta_max,k_ctrl,k_ctrl_e,k_nu,k_nu_ed,nu0,nu_max,dt,tmax,ic,alpha,dtg,no_plots,lyap_light,adaptive_step,adapt_r_trigger,adapt_factor,min_max_step,run_dir
explore@2,ok,32.996556065643,0.6617815266393394,0.011562372447226557,1.4422413546292638,nan,0,0.6,0.4515183569531883,0.9921473515798603,0.16,0.98,2.0,0.2778908353783308,0.6732746887339663,0.0,0.15,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.452_tau0.992_d0.160_thmin0.980_kc0.278_ke0.673_knued0.150_20250906-151422_56015_5754
explore@2,ok,44.45715896862149,0.8925939062382702,0.02019075525222059,1.426571976924515,nan,0,0.6,0.8,0.7763743929150961,0.16,0.9624321333806581,2.0,0.19619915007889394,0.7,0.0,0.22609928268997917,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.800_tau0.776_d0.160_thmin0.962_kc0.196_ke0.700_knued0.226_20250906-151422_56014_1151
explore@2,ok,32.99300147814901,0.6617844860930202,0.01193262846463184,1.442241354639203,nan,0,0.6,0.4663186023615026,1.2244334093517333,0.14673882414053027,0.98,2.0,0.20684041034179487,0.6389007405432103,0.0,0.15,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.466_tau1.224_d0.147_thmin0.980_kc0.207_ke0.639_knued0.150_20250906-151422_56013_1428
explore@3,ok,46.146001858252525,0.9261360671609536,0.018921364666756025,1.4289696328189867,nan,0,0.6,0.7491395966346432,1.3151969326903097,0.13398517003513097,0.9610748459890506,2.0,0.23528225310100695,0.6451053655035185,0.0,0.22232960352761907,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.749_tau1.315_d0.134_thmin0.961_kc0.235_ke0.645_knued0.222_20250906-151443_56102_4398
explore@3,ok,32.233740507338524,0.6471318143111084,0.015551284799930114,1.4183434005439777,nan,0,0.6,0.6147944453450072,0.6,0.16,0.9732555684410507,2.0,0.19079743851124323,0.5520937961031551,0.0,0.2342368088020195,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.615_tau0.600_d0.160_thmin0.973_kc0.191_ke0.552_knued0.234_20250906-151443_56103_4372
explore@3,ok,45.880794436379944,0.9209197443173722,0.01892029676764851,1.439974529530456,nan,0,0.6,0.7475449752989577,0.8534511991932032,0.0983191689944114,0.9742160000051129,2.0,0.2152830090425106,0.3296756730240026,0.0,0.18283994946446927,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.748_tau0.853_d0.098_thmin0.974_kc0.215_ke0.330_knued0.183_20250906-151443_56104_2513
explore@3,ok,30.999691315287123,0.6230970948595088,0.01795113867905685,1.4391301022443765,nan,0,0.6,0.7090903103880075,1.1891679991246835,0.1531767784616258,0.9568859374870423,2.0,0.209799559947967,0.6290786261969445,0.0,0.18900247289787453,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.709_tau1.189_d0.153_thmin0.957_kc0.210_ke0.629_knued0.189_20250906-151443_56105_5029
explore@3,ok,32.96667977778249,0.6617783721430036,0.014534228751776653,1.4422413546248225,nan,0,0.6,0.5703106860313287,0.983022355134912,0.09184185038480937,0.98,2.0,0.25519309763181736,0.3386485755006822,0.0,0.15,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.570_tau0.983_d0.092_thmin0.980_kc0.255_ke0.339_knued0.150_20250906-151503_56103_2938
explore@3,ok,39.54158485888825,0.7928973526633365,0.013182879564890131,1.4286349465741863,nan,0,0.6,0.5197767740019266,0.7332769070588003,0.13395816512962977,0.9664351716374623,2.0,0.20165343013670015,0.52617641578977,0.0,0.22290330956581728,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.520_tau0.733_d0.134_thmin0.966_kc0.202_ke0.526_knued0.223_20250906-151503_56102_4895
explore@3,ok,38.15969384685897,0.7660647932981752,0.01679775780398701,1.4389206000248027,nan,0,0.6,0.6630466424087051,1.3116763425795175,0.14252679203414,0.9477554374675558,2.0,0.2214846523415221,0.7,0.0,0.1903476435242316,0.002,0.2,0.002,30.0,exp2,1.0,1,True,True,True,0.02,0.3,0.0002,runs/auto_1510/auto_beta0.663_tau1.312_d0.143_thmin0.948_kc0.221_ke0.700_knued0.190_20250906-151503_56104_8757
